Contraction:avg_deg,Contraction:in_n,Contraction:largest_clique,Contraction:max_deg,Contraction:out_n,Contraction:time,GraphInput:girg_options,GraphInput:graph,GraphInput:m,GraphInput:n,GraphInput:n_gen,GraphInput:option,GraphInput:time,PartLargestBag:max_partition_num,PartLargestBag:max_weight,PartLargestBag:mean_partition_num,PartLargestBag:median_partition_num,PartLargestBag:partition_option,PartLargestBag:time,Partition:AssignVertices:option,Partition:AssignVertices:time,Partition:MaximalIS:option,Partition:MaximalIS:size,Partition:MaximalIS:time,Partition:amount,Partition:average,Partition:hs_size,Partition:largest,Partition:median,Partition:num_branching,Partition:num_dead_end,Partition:num_lb2_reductions,Partition:num_lb_reductions,Partition:num_leaves,Partition:num_long_paths,Partition:num_sw_reductions,Partition:option,Partition:product_weight,Partition:smallest,Partition:time,PartitionBags:max_partition_num,PartitionBags:max_weight,PartitionBags:mean_partition_num,PartitionBags:median_partition_num,PartitionBags:partition_option,PartitionBags:time,Treewidth:clique_number,Treewidth:num_bags,Treewidth:option,Treewidth:time,Treewidth:treewidth,WeightedTreewidth:elimination_width,WeightedTreewidth:option,WeightedTreewidth:time,WeightedTreewidth:time_elimination_game,WeightedTreewidth:treewidth,option,time
,,,,,,,adder_dcop_03,6339,1809,,ReadEL,0.011206,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,17.24674059849314,2.8093709884467266,2.0,Partition(FastLargestClique),0.227633,5,1558,HTD,0.466907,20,,,,,,PartitionTreedec,0.706153
,,,,,,,adder_dcop_04,6276,1809,,ReadEL,0.053623,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,18.07681559705083,2.7471264367816093,2.0,Partition(FastLargestClique),0.295966,5,1566,HTD,0.124884,20,,,,,,PartitionTreedec,0.474902
,,,,,,,adder_dcop_05,6284,1809,,ReadEL,0.085906,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,18.07681559705083,2.7960609911054637,2.0,Partition(FastLargestClique),0.224542,5,1574,HTD,0.321057,20,,,,,,PartitionTreedec,0.631853
,,,,,,,adder_dcop_06,6364,1809,,ReadEL,0.013986,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,18.339850002884624,2.8431498079385404,2.0,Partition(FastLargestClique),0.216084,5,1562,HTD,0.194323,20,,,,,,PartitionTreedec,0.424729
,,,,,,,adder_dcop_07,6366,1809,,ReadEL,0.014588,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,18.339850002884624,2.8611644273832373,2.0,Partition(FastLargestClique),0.217247,5,1563,HTD,0.073023,20,,,,,,PartitionTreedec,0.305237
,,,,,,,adder_dcop_08,6380,1809,,ReadEL,0.010864,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,17.75488750216347,2.869093231162197,2.0,Partition(FastLargestClique),0.272617,5,1566,HTD,0.354625,20,,,,,,PartitionTreedec,0.638476
,,,,,,,adder_dcop_09,6375,1809,,ReadEL,0.011423,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,18.339850002884624,2.824887748556767,2.0,Partition(FastLargestClique),0.557237,5,1559,HTD,0.238587,20,,,,,,PartitionTreedec,0.807584
,,,,,,,adder_dcop_10,6373,1809,,ReadEL,0.01685,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,18.339850002884624,2.8444302176696543,2.0,Partition(FastLargestClique),0.320341,5,1562,HTD,0.107373,20,,,,,,PartitionTreedec,0.444953
,,,,,,,adder_dcop_11,6379,1809,,ReadEL,0.04283,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,17.75488750216347,2.857234314980794,2.0,Partition(FastLargestClique),1.118013,5,1562,HTD,0.16002,20,,,,,,PartitionTreedec,1.321298
,,,,,,,adder_dcop_13,6380,1809,,ReadEL,0.050504,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,17.75488750216347,2.853486884197057,2.0,Partition(FastLargestClique),0.22379,5,1563,HTD,0.204545,20,,,,,,PartitionTreedec,0.479199
,,,,,,,adder_dcop_19,6380,1809,,ReadEL,0.014698,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,17.75488750216347,2.854766474728087,2.0,Partition(FastLargestClique),0.226621,5,1563,HTD,0.489024,20,,,,,,PartitionTreedec,0.7307
,,,,,,,adder_dcop_44,6380,1809,,ReadEL,0.130258,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,17.24674059849314,2.845710627400768,2.0,Partition(FastLargestClique),0.347782,5,1562,HTD,0.076049,20,,,,,,PartitionTreedec,0.554439
,,,,,,,adder_trans_01,6384,1810,,ReadEL,0.011067,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,17.75488750216347,2.8542199488491047,2.0,Partition(FastLargestClique),0.29807,5,1564,HTD,0.23483,20,,,,,,PartitionTreedec,0.544321
,,,,,,,adjnoun_adjacency,424,112,,ReadEL,0.003227,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,25.094737505048094,4.753086419753086,4.0,Partition(FastLargestClique),0.016627,5,81,HTD,0.007592,31,,,,,,PartitionTreedec,0.027698
,,,,,,,adjnoun,424,112,,ReadEL,0.003453,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,25.094737505048094,4.728395061728395,4.0,Partition(FastLargestClique),0.015626,5,81,HTD,0.006392,31,,,,,,PartitionTreedec,0.025671
,,,,,,,advogato,39226,5042,,ReadEL,0.100615,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,601.4247040164029,9.171625276616671,2.0,Partition(FastLargestClique),12.013229,19,4067,HTD,9.320741,936,,,,,,PartitionTreedec,21.435213
,,,,,,,aft01,58680,8205,,ReadEL,0.13698,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,104.34147810354126,5.158730158730159,2.0,Partition(FastLargestClique),0.643241,8,2898,HTD,0.383376,146,,,,,,PartitionTreedec,1.164079
,,,,,,,aft02,59788,8184,,ReadEL,0.1237,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,109.6813281064259,5.235845779784648,2.0,Partition(FastLargestClique),0.638468,24,2879,HTD,0.347565,158,,,,,,PartitionTreedec,1.110207
,,,,,,,AIDS,102,94,,ReadEL,0.027744,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0,1.475,1.0,Partition(FastLargestClique),0.006651,2,80,HTD,0.017532,2,,,,,,PartitionTreedec,0.052135
,,,,,,,air02,61528,6774,,ReadEL,0.161079,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,32.83170309921429,6.921087828800713,7.0,Partition(FastLargestClique),1.804434,5,6729,HTD,0.629528,44,,,,,,PartitionTreedec,2.59581
,,,,,,,air03,91005,10757,,ReadEL,0.180393,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,69.19143290731174,6.233027006751688,6.0,Partition(FastLargestClique),2.617632,6,10664,HTD,1.140614,92,,,,,,PartitionTreedec,3.939765
,,,,,,,aircraft,20257,7517,,ReadEL,0.07222,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,16.491853096329674,2.6281344723064204,1.0,Partition(FastLargestClique),0.884871,4,7258,HTD,0.231231,21,,,,,,PartitionTreedec,1.189148
,,,,,,,airfoil1,12288,4253,,ReadEL,0.021251,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,57.1338375223558,5.57760532150776,4.0,Partition(FastLargestClique),0.534763,3,2706,HTD,0.364921,70,,,,,,PartitionTreedec,0.92139
,,,,,,,airfoil_2d,124986,14214,,ReadEL,0.230277,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,172.12599629014713,6.787118749032358,6.0,Partition(FastLargestClique),2.557083,9,6459,HTD,1.740582,324,,,,,,PartitionTreedec,4.528681
,,,,,,,Alemdar,18167,6240,,ReadEL,0.088475,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,126.20902501875001,5.46802389909272,3.0,Partition(FastLargestClique),0.970654,4,4519,HTD,0.574306,145,,,,,,PartitionTreedec,1.633972
,,,,,,,arc130,714,130,,ReadEL,0.005278,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.906890595608519,2.1926605504587156,2.0,Partition(FastLargestClique),0.018578,14,109,HTD,0.012987,16,,,,,,PartitionTreedec,0.037045
,,,,,,,arenas-jazz,2741,198,,ReadEL,0.016423,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,28.735919560524493,4.408163265306122,4.0,Partition(FastLargestClique),0.256005,30,98,HTD,0.201784,59,,,,,,PartitionTreedec,0.474459
,,,,,,,arenas-meta,2024,453,,ReadEL,0.004656,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,23.720671786825555,2.7294429708222814,2.0,Partition(FastLargestClique),0.05683,9,377,HTD,0.026391,35,,,,,,PartitionTreedec,0.088142
,,,,,,,arenas-pgp,24315,10680,,ReadEL,0.047199,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,118.93509597181298,1.7725997842502696,1.0,Partition(FastLargestClique),0.731436,25,9270,HTD,0.408793,163,,,,,,PartitionTreedec,1.188327
,,,,,,,as20000102,12571,6474,,ReadEL,0.02255,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,57.71587361832272,1.9086779448621554,1.0,Partition(FastLargestClique),0.586079,9,6384,HTD,0.168758,75,,,,,,PartitionTreedec,0.778097
,,,,,,,as-caida20071105,53380,26475,,ReadEL,0.142964,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,132.5290586853574,1.9636613481945187,1.0,Partition(FastLargestClique),3.383359,16,26198,HTD,1.225239,181,,,,,,PartitionTreedec,4.753742
,,,,,,,ash219,430,219,,ReadEL,0.011336,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,23.67970000576925,3.8473684210526318,2.0,Partition(FastLargestClique),0.054233,3,190,HTD,0.009369,27,,,,,,PartitionTreedec,0.07515
,,,,,,,ash292,957,292,,ReadEL,0.019654,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,13.339850002884624,3.463768115942029,3.0,Partition(FastLargestClique),0.243869,6,207,HTD,0.015888,16,,,,,,PartitionTreedec,0.279666
,,,,,,,ash331,659,331,,ReadEL,0.006353,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,30.67970000576925,3.880952380952381,2.0,Partition(FastLargestClique),0.049949,3,294,HTD,0.009158,34,,,,,,PartitionTreedec,0.065684
,,,,,,,ash608,1211,608,,ReadEL,0.02054,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,52.869175015865416,4.307262569832402,2.0,Partition(FastLargestClique),0.096639,3,537,HTD,0.08262,61,,,,,,PartitionTreedec,0.200065
,,,,,,,ash85,218,85,,ReadEL,0.003666,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7.754887502163468,2.8484848484848486,3.0,Partition(FastLargestClique),0.011362,4,66,HTD,0.005257,9,,,,,,PartitionTreedec,0.020499
,,,,,,,ash958,1911,958,,ReadEL,0.007106,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,70.03910001730773,4.508833922261484,2.0,Partition(FastLargestClique),0.143987,3,849,HTD,0.036323,79,,,,,,PartitionTreedec,0.187707
,,,,,,,aves-sparrow-social,453,52,,ReadEL,0.017131,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10.044394119358454,2.903225806451613,3.0,Partition(FastLargestClique),0.008017,12,31,HTD,0.006456,19,,,,,,PartitionTreedec,0.031816
,,,,,,,aves-weaver-social,303,117,,ReadEL,0.002808,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4.584962500721156,1.451219512195122,1.0,Partition(FastLargestClique),0.005817,9,82,HTD,0.005178,8,,,,,,PartitionTreedec,0.014019
,,,,,,,aves-wildbird-network,4573,202,,ReadEL,0.038348,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,20.183945471757248,3.1782178217821784,2.0,Partition(FastLargestClique),0.269312,46,101,HTD,0.26932,73,,,,,,PartitionTreedec,0.577247
,,,,,,,b2_ss,4194,1089,,ReadEL,0.030772,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,277.9503875887026,20.252482269503545,7.0,Partition(FastLargestClique),0.49366,4,705,HTD,0.689048,329,,,,,,PartitionTreedec,1.213777
,,,,,,,BA-1_10_60-L5,46409,804,,ReadEL,0.122714,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,157.1971140781771,16.850553505535057,11.0,Partition(FastLargestClique),10.819002,60,542,HTD,1.247078,261,,,,,,PartitionTreedec,12.189097
,,,,,,,barth4,17472,6019,,ReadEL,0.027691,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,72.3985000288462,5.726181153745758,4.0,Partition(FastLargestClique),0.791062,3,3831,HTD,0.175268,89,,,,,,PartitionTreedec,0.994513
,,,,,,,barth5,45877,15606,,ReadEL,0.096901,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,116.7774500490387,6.106149265989118,4.0,Partition(FastLargestClique),2.071987,3,9741,HTD,0.559515,144,,,,,,PartitionTreedec,2.729417
,,,,,,,barth,19747,6691,,ReadEL,0.056142,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,81.73835003173083,4.645533141210374,3.0,Partition(FastLargestClique),1.310905,4,4858,HTD,0.211991,100,,,,,,PartitionTreedec,1.579618
,,,,,,,bauru5727,69333,38841,,ReadEL,0.159141,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,22.815409291873642,1.9795829982057787,2.0,Partition(FastLargestClique),3.929607,6,32326,HTD,0.847499,31,,,,,,PartitionTreedec,4.939072
,,,,,,,baxter,96113,30554,,ReadEL,0.197214,,,,,,,,,,,,,,,,,,,,,,,,,,,,1467,1621.4301001903834,14.1268588982755,2.0,Partition(FastLargestClique),8.533373,3,28646,HTD,67.150749,1730,,,,,,PartitionTreedec,75.883776
,,,,,,,bayer02,63614,13935,,ReadEL,0.138007,,,,,,,,,,,,,,,,,,,,,,,,,,,,7234,11149.322557891326,7234.0,7234.0,Partition(FastLargestClique),0.496474,4,1,HTD,182.976955,-1,,,,,,PartitionTreedec,183.611707
,,,,,,,bayer03,56098,6747,,ReadEL,0.142655,,,,,,,,,,,,,,,,,,,,,,,,,,,,1316,1832.7670006346061,40.450119904076736,10.0,Partition(FastLargestClique),6.915396,7,4170,HTD,94.860522,2199,,,,,,PartitionTreedec,101.919155
,,,,,,,bayer05,27740,3268,,ReadEL,0.070047,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,602.8030251341349,35.31985461154021,6.0,Partition(FastLargestClique),2.582383,4,2201,HTD,6.94372,681,,,,,,PartitionTreedec,9.596597
,,,,,,,bayer06,27480,3008,,ReadEL,0.073565,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,601.9564126651437,36.561850311850314,8.0,Partition(FastLargestClique),2.487726,4,1924,HTD,6.892775,699,,,,,,PartitionTreedec,9.454426
,,,,,,,bayer09,20987,3083,,ReadEL,0.057499,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,697.1323627430274,27.185131195335277,8.0,Partition(FastLargestClique),1.950116,5,2058,HTD,8.266291,848,,,,,,PartitionTreedec,10.274292
,,,,,,,bcspwr01,45,39,,ReadEL,0.013322,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0,1.5,1.0,Partition(FastLargestClique),0.002732,3,32,HTD,0.004283,3,,,,,,PartitionTreedec,0.020547
,,,,,,,bcspwr02,58,49,,ReadEL,0.006066,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.584962500721156,1.5777777777777777,2.0,Partition(FastLargestClique),0.004046,3,45,HTD,0.007221,3,,,,,,PartitionTreedec,0.017544
,,,,,,,bcspwr03,178,118,,ReadEL,0.004638,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.584962500721156,2.0275229357798166,2.0,Partition(FastLargestClique),0.014122,4,109,HTD,0.007867,4,,,,,,PartitionTreedec,0.026834
,,,,,,,bcspwr04,668,274,,ReadEL,0.004218,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8.754887502163468,2.163716814159292,2.0,Partition(FastLargestClique),0.025451,7,226,HTD,0.025055,10,,,,,,PartitionTreedec,0.054958
,,,,,,,bcspwr05,589,443,,ReadEL,0.006583,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9.169925001442312,1.9928057553956835,2.0,Partition(FastLargestClique),0.045285,3,417,HTD,0.015315,9,,,,,,PartitionTreedec,0.067413
,,,,,,,bcspwr06,1922,1454,,ReadEL,0.09467,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10.584962500721156,2.1870451237263464,2.0,Partition(FastLargestClique),0.456689,4,1374,HTD,0.24044,11,,,,,,PartitionTreedec,0.79214
,,,,,,,bcspwr07,2105,1612,,ReadEL,0.007008,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11.584962500721156,2.1201575837163493,2.0,Partition(FastLargestClique),0.14777,4,1523,HTD,0.114081,11,,,,,,PartitionTreedec,0.269195
,,,,,,,bcspwr08,2212,1624,,ReadEL,0.005677,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10.0,2.1880286271958362,2.0,Partition(FastLargestClique),0.542087,3,1537,HTD,0.153526,10,,,,,,PartitionTreedec,0.701653
,,,,,,,bcspwr09,2393,1723,,ReadEL,0.005798,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,13.169925001442312,2.2974296205630353,2.0,Partition(FastLargestClique),0.1682,3,1634,HTD,0.030179,13,,,,,,PartitionTreedec,0.204544
,,,,,,,bcspwr10,8270,5300,,ReadEL,0.026891,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,33.75488750216347,3.266911165444173,2.0,Partition(FastLargestClique),0.855056,5,4908,HTD,0.689411,34,,,,,,PartitionTreedec,1.571966
,,,,,,,bcsstk01,175,48,,ReadEL,0.012002,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11.661778097771986,4.655172413793103,5.0,Partition(FastLargestClique),0.006184,6,29,HTD,0.007034,15,,,,,,PartitionTreedec,0.025426
,,,,,,,bcsstk03,131,56,,ReadEL,0.01574,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.169925001442312,1.2142857142857142,1.0,Partition(FastLargestClique),0.001577,4,28,HTD,0.004912,3,,,,,,PartitionTreedec,0.022432
,,,,,,,bcsstk04,1757,132,,ReadEL,0.00372,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,19.53952234772099,5.183673469387755,5.0,Partition(FastLargestClique),0.033022,12,49,HTD,0.145438,38,,,,,,PartitionTreedec,0.182419
,,,,,,,bcsstk05,1134,153,,ReadEL,0.087826,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,13.491853096329674,4.785714285714286,4.0,Partition(FastLargestClique),0.017018,9,70,HTD,0.009873,20,,,,,,PartitionTreedec,0.11496
,,,,,,,bcsstk06,3719,420,,ReadEL,0.028064,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32.03137544405065,4.5,4.0,Partition(FastLargestClique),0.067555,12,178,HTD,0.092835,55,,,,,,PartitionTreedec,0.188697
,,,,,,,bcsstk08,5942,1071,,ReadEL,0.010635,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,76.12611294909874,7.872913992297818,5.0,Partition(FastLargestClique),0.861341,8,779,HTD,0.10671,92,,,,,,PartitionTreedec,0.979013
,,,,,,,bcsstk09,8676,1083,,ReadEL,0.014948,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,73.936452871294,9.707317073170731,8.0,Partition(FastLargestClique),0.191582,6,451,HTD,0.079323,103,,,,,,PartitionTreedec,0.286126
,,,,,,,bcsstk10,7335,654,,ReadEL,0.02797,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,16.77313920671969,3.480769230769231,4.0,Partition(FastLargestClique),0.319743,12,156,HTD,0.169473,38,,,,,,PartitionTreedec,0.51743
,,,,,,,bcsstk11,16341,1423,,ReadEL,0.06125,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,39.27201956994334,4.550279329608938,4.0,Partition(FastLargestClique),0.111679,12,358,HTD,0.116247,83,,,,,,PartitionTreedec,0.289426
,,,,,,,bcsstk13,40939,2003,,ReadEL,0.109168,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,161.7248610618606,7.76962457337884,6.0,Partition(FastLargestClique),0.41081,28,586,HTD,0.657241,352,,,,,,PartitionTreedec,1.177538
,,,,,,,bcsstk14,30823,1766,,ReadEL,0.05686,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,61.104233849038025,5.8221258134490235,5.0,Partition(FastLargestClique),0.37486,16,461,HTD,0.173837,146,,,,,,PartitionTreedec,0.605847
,,,,,,,bcsstk15,56933,3942,,ReadEL,0.143467,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,210.65639470968222,11.730597014925372,8.0,Partition(FastLargestClique),1.256509,12,1340,HTD,1.245398,411,,,,,,PartitionTreedec,2.645729
,,,,,,,bcsstk16,142746,4810,,ReadEL,0.250963,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,83.50302930471912,7.21076923076923,6.0,Partition(FastLargestClique),0.824469,24,650,HTD,1.193695,263,,,,,,PartitionTreedec,2.269432
,,,,,,,bcsstk18,68479,11066,,ReadEL,0.154624,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,247.81717194621936,6.2662237330037085,4.0,Partition(FastLargestClique),1.601307,12,6472,HTD,1.3051,374,,,,,,PartitionTreedec,3.061765
,,,,,,,bcsstk19,3017,817,,ReadEL,0.090345,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,12.754887502163468,3.4582441113490363,3.0,Partition(FastLargestClique),0.076938,6,467,HTD,0.036498,16,,,,,,PartitionTreedec,0.204066
,,,,,,,bcsstk20,1294,467,,ReadEL,0.020714,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6.584962500721156,1.5,1.0,Partition(FastLargestClique),0.018379,6,256,HTD,0.095705,8,,,,,,PartitionTreedec,0.135059
,,,,,,,bcsstk22,253,110,,ReadEL,0.001619,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6.754887502163468,2.7790697674418605,3.0,Partition(FastLargestClique),0.013126,5,86,HTD,0.008898,8,,,,,,PartitionTreedec,0.023894
,,,,,,,bcsstk23,21021,3134,,ReadEL,0.124368,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,309.489748376466,12.879611650485437,7.0,Partition(FastLargestClique),0.96497,12,1545,HTD,1.5325,486,,,,,,PartitionTreedec,2.622266
,,,,,,,bcsstk24,78173,3562,,ReadEL,0.166924,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,72.56023560805392,4.600973236009732,4.0,Partition(FastLargestClique),0.268054,24,411,HTD,0.329216,227,,,,,,PartitionTreedec,0.764495
,,,,,,,bcsstk25,118352,15379,,ReadEL,0.241407,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,260.2283420712889,9.012417218543046,5.0,Partition(FastLargestClique),2.560218,12,7248,HTD,2.389697,406,,,,,,PartitionTreedec,5.192163
,,,,,,,bcsstk26,14206,1922,,ReadEL,0.03486,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,43.89555091859805,3.697674418604651,3.0,Partition(FastLargestClique),0.158492,15,731,HTD,0.074094,86,,,,,,PartitionTreedec,0.26774
,,,,,,,bcsstk27,27450,1224,,ReadEL,0.058145,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,20.132932684030834,3.391025641025641,4.0,Partition(FastLargestClique),0.082791,24,156,HTD,0.095591,63,,,,,,PartitionTreedec,0.236789
,,,,,,,bcsstk28,107306,4410,,ReadEL,0.190606,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,74.0271348475769,4.503225806451613,4.0,Partition(FastLargestClique),0.329023,60,465,HTD,0.409004,233,,,,,,PartitionTreedec,0.928953
,,,,,,,bcsstk34,10414,588,,ReadEL,0.021682,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,60.04618587958509,9.81060606060606,8.0,Partition(FastLargestClique),0.094264,13,132,HTD,0.126806,116,,,,,,PartitionTreedec,0.243
,,,,,,,bcsstm07,3415,420,,ReadEL,0.006913,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,40.68165790298481,4.864583333333333,4.0,Partition(FastLargestClique),0.054604,12,192,HTD,0.021583,67,,,,,,PartitionTreedec,0.083349
,,,,,,,bcsstm10,7343,654,,ReadEL,0.029183,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,16.258566033889934,3.470967741935484,4.0,Partition(FastLargestClique),0.041982,12,155,HTD,0.522247,35,,,,,,PartitionTreedec,0.593644
,,,,,,,bcsstm12,7446,982,,ReadEL,0.014134,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,29.161259458730157,4.207430340557275,4.0,Partition(FastLargestClique),0.155599,8,323,HTD,0.296888,53,,,,,,PartitionTreedec,0.466865
,,,,,,,bcsstm13,9948,649,,ReadEL,0.015936,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,72.68190663724774,6.731481481481482,5.0,Partition(FastLargestClique),2.627813,16,216,HTD,0.163952,150,,,,,,PartitionTreedec,2.80798
,,,,,,,bcsstm34,11840,588,,ReadEL,0.026746,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,48.10238898103958,6.176991150442478,4.0,Partition(FastLargestClique),0.067961,20,113,HTD,0.174676,120,,,,,,PartitionTreedec,0.269637
,,,,,,,b_dyn,4230,1089,,ReadEL,0.050743,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,287.72482509952,20.363636363636363,8.0,Partition(FastLargestClique),0.298026,4,693,HTD,0.581243,345,,,,,,PartitionTreedec,0.930282
,,,,,,,bfwa398,1657,398,,ReadEL,0.004699,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,14.754887502163468,3.8553191489361702,4.0,Partition(FastLargestClique),0.043461,5,235,HTD,0.08159,20,,,,,,PartitionTreedec,0.129993
,,,,,,,bfwa62,199,62,,ReadEL,0.004647,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.584962500721156,2.4186046511627906,2.0,Partition(FastLargestClique),0.007586,5,43,HTD,0.043208,7,,,,,,PartitionTreedec,0.055658
,,,,,,,bfwa782,3393,782,,ReadEL,0.006658,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,19.92481250360578,4.144469525959368,4.0,Partition(FastLargestClique),0.115243,5,443,HTD,0.021949,26,,,,,,PartitionTreedec,0.144135
,,,,,,,bfwb398,672,209,,ReadEL,0.014539,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,16.339850002884624,5.056910569105691,4.0,Partition(FastLargestClique),0.025342,3,123,HTD,0.010957,17,,,,,,PartitionTreedec,0.05104
,,,,,,,bfwb62,87,35,,ReadEL,0.010519,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6.584962500721156,2.75,3.0,Partition(FastLargestClique),0.003858,3,24,HTD,0.004723,7,,,,,,PartitionTreedec,0.019305
,,,,,,,bfwb782,1362,405,,ReadEL,0.003277,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,24.509775004326936,6.02092050209205,4.0,Partition(FastLargestClique),0.052317,3,239,HTD,0.081076,26,,,,,,PartitionTreedec,0.136979
,,,,,,,bibd_11_5,4559,462,,ReadEL,0.023732,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,33.849954803770515,5.890243902439025,6.0,Partition(FastLargestClique),0.291602,7,410,HTD,0.380072,52,,,,,,PartitionTreedec,0.69566
,,,,,,,bibd_12_4,2950,495,,ReadEL,0.140335,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,42.92644060426237,5.068649885583524,5.0,Partition(FastLargestClique),0.52194,5,437,HTD,0.262192,58,,,,,,PartitionTreedec,0.92473
,,,,,,,bibd_12_5,7859,792,,ReadEL,0.017997,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,40.96741238531869,5.8708791208791204,6.0,Partition(FastLargestClique),0.173381,7,728,HTD,0.173129,64,,,,,,PartitionTreedec,0.364839
